1,1,39693937,47218479,22,134,324,
1,1,39706765,47219940,21,254,325,
1,1,39724686,47223688,,,328,
1,1,39759884,47235855,20,348,344,
1,2,39727633,47224342,8,240,316,
1,2,39715818,47221877,22,70,318,
1,2,39743535,47227408,24,102,319,
1,2,39752953,47228783,2,254,336,
1,2,39704868,47219447,34,252,351,
1,22,39727933,47224482,32,74,1189,
1,22,39731568,47225195,17,254,1193,
1,22,39774366,47229411,,,314,
1,22,39829958,47239247,,,317,
1,22,39708623,47220285,1,70,329,
1,22,39830600,47239308,,,345,
1,22,39694218,47218304,10,136,349,
1,22,39769268,47230152,15,256,350,
1,5,39765227,47244943,29,354,1190,
1,6,39716375,47282885,0,352,333,
1,6,39722124,47267065,16,52,334,
1,6,39714042,47220167,25,252,335,
1,6,39712929,47244545,29,178,340,
1,6,39718985,47272488,29,162,341,
1,6,39715763,47229134,20,158,342,
1,6,39716942,47226716,,,343,
2,1,39712122,47218090,,,02484,
2,1,39701050,47252700,49,64,KA993,
2,1,39673018,47312868,21,358,KB241,
2,10,39660817,47293388,20,248,509,
2,11,39769025,47256435,,,B393YA,
2,15,39622750,47245880,28,270,E868PB,
2,15,39634468,47238396,,,E869PB,
2,15,39707612,47217183,0,94,E918PB,
2,15,39668601,47211190,18,274,E924PB,
2,15,39696643,47214280,29,58,M167PP,
2,16,39708390,47217047,0,260,683,
2,16,39679740,47211177,10,266,707,
2,16,39618563,47211985,19,88,714,
2,16,39708437,47217418,0,78,795,
2,16,39630725,47212305,17,90,827,
2,16,39635502,47212691,0,280,840,
2,16,39653055,47211952,26,274,841,
2,16,39697688,47214714,28,60,843,
2,16,39667107,47211225,21,102,846,
2,17,39713869,47249456,,,007387,
2,18л,39683666,47320801,0,26,ME284,
2,18п,39720379,47264950,4,202,ME289,
2,21,39702665,47231580,58,342,012,
2,21,39695578,47224445,6,262,H410HC,
2,21,39692500,47288883,0,116,H975OK,
2,22,39710592,47255743,11,64,1116,
2,22,39712652,47250610,31,198,1138,
2,22,39740725,47274745,19,290,1203,
2,22,39709855,47217778,0,270,1211,
2,22,39757245,47284318,4,184,1212,
2,22,39701363,47234243,0,356,1213,
2,22,39708165,47219168,9,344,307,
2,22,39768135,47278405,53,18,542,
2,22,39713352,47238058,26,182,555,
2,22,39751745,47299092,0,112,905,
2,22,39750570,47300141,12,290,950,
2,22,39730455,47273662,12,72,982,
2,26,39590840,47235582,24,90,07103,
2,26,39672990,47211083,0,264,07104,
2,26,39617163,47225218,26,270,07110,
2,26,39707927,47217298,,,07123,
2,26,39634948,47212840,0,348,07126,
2,26,39616315,47225138,39,90,07130,
2,26,39705960,47216980,20,70,07131,
2,26,39634735,47212597,7,0,07134,
2,26,39594278,47235707,33,270,07172,
2,27,39683583,47267933,27,202,KB143,
2,27,39663200,47294448,42,52,Y570TK,
2,3,39759057,47237952,34,348,300,
2,3,39701822,47218833,34,252,302,
2,3,39784533,47280900,0,184,305,
2,3,39722825,47223297,24,72,309,
2,3,39692105,47219842,0,140,314,
2,3,39708980,47220337,0,64,319,
2,3,39777908,47266735,37,198,320,
2,3,39765383,47254445,0,208,321,
2,3,39696475,47217702,7,74,323,
2,3,39765578,47254655,0,200,325,
2,3,39765393,47243942,0,344,326,
2,3,39780638,47272045,41,18,327,
2,3,39757782,47240757,19,162,328,
2,3,39691897,47219980,0,140,331,
2,3,39752782,47228802,19,74,334,
2,3,39737325,47226277,0,250,336,
2,3,39764958,47245635,47,176,983,
2,32,39613687,47207590,25,356,07129,
2,32,39597157,47209810,22,0,07137,
2,32,39542080,47230630,,,07173,
2,33,39694863,47217837,19,144,00777,
2,33,39714322,47291947,21,348,0794,
2,34,39708420,47217403,0,68,603,
2,34,39646052,47209823,13,336,611,
2,34,39697132,47214512,48,60,665,
2,34,39634840,47208207,17,296,700,
2,34,39645787,47209143,31,252,743,
2,34а,39694620,47213310,35,54,621,
2,34а,39625715,47203472,10,90,662,
2,34а,39613612,47199058,26,6,703,
2,35,39710405,47217770,,,A205OX,
2,35,39781915,47265735,65,246,C137OX,
2,35,39800898,47282053,20,108,C168OE,
2,35,39790612,47271057,2,36,H047HC,
2,35а,39739282,47248985,22,84,T205PA,
2,35а,39783757,47306785,3,4,T206PA,
2,36,39783690,47305759,30,180,533,
2,3а,39761872,47231520,0,328,301,
2,3а,39783867,47290224,17,6,304,
2,3а,39766078,47258742,30,26,306,
2,3а,39715713,47221828,2,72,308,
2,3а,39783878,47293402,42,0,312,
2,3а,39691675,47220102,0,132,315,
2,3а,39765348,47254308,3,200,317,
2,3а,39788362,47298519,65,270,322,
2,3а,39717347,47222300,0,248,324,
2,3а,39761192,47232460,0,160,333,
2,4,39613068,47199824,0,286,607,
2,4,39676058,47203883,39,66,622,
2,4,39707565,47216857,0,260,623,
2,4,39639058,47192263,0,258,724,
2,4,39625939,47195000,22,198,727,
2,4,39693137,47212826,40,240,767,
2,41,39654373,47211914,45,274,B947PO,
2,42,39704565,47227023,34,344,06106,
2,42,39711876,47249535,4,94,06134,
2,47,39719582,47263392,49,200,0843,
2,49,39707367,47220919,23,342,02089,
2,49,39641033,47255883,0,0,02094,
2,49,39689918,47260035,,,02121,
2,51,39685388,47239563,34,100,B255OT,
2,51,39711163,47217892,0,260,H396OA,
2,54,39734256,47290850,38,126,007259,
2,54,39764824,47247421,59,174,007266,
2,54,39766916,47274436,0,32,007314,
2,54,39758325,47240977,30,72,007320,
2,54,39773048,47229205,46,76,007329,
2,57,39546472,47167292,,,0735,
2,58,39717230,47225990,25,344,1110,
2,58,39699815,47237128,0,156,1147,
2,58,39720312,47249398,14,274,1206,
2,58,39707148,47221207,18,166,1207,
2,58,39710635,47217785,0,62,1208,
2,58,39763555,47253895,18,26,303,
2,58,39714910,47249437,20,100,511,
2,6,39670620,47247283,19,82,546,
2,6,39634397,47232452,12,80,671,
2,6,39707955,47219560,18,336,685,
2,6,39617322,47225180,13,260,705,
2,6,39662713,47246693,19,280,712,
2,6,39630532,47225328,25,272,773,
2,6,39698970,47239120,25,166,778,
2,6,39699778,47241335,37,348,783,
2,6,39705110,47225388,0,160,825,
2,60,39705250,47225248,14,180,610,
2,60,39705858,47224329,20,344,803,
2,60,39674487,47239125,20,256,804,
2,60,39693740,47229085,21,74,807,
2,60,39710185,47217683,0,70,813,
2,60,39671823,47241265,0,182,814,
2,60,39676810,47234660,17,166,816,
2,61,39674793,47241146,15,288,M354MP,
2,65,39719475,47301115,22,260,1115,
2,65,39714440,47236623,22,258,1130,
2,65,39716130,47256501,27,20,1287,
2,65,39719298,47220820,28,164,547,
2,65,39715243,47288263,0,336,551,
2,67,39696773,47217065,23,318,007391,
2,67,39765458,47254518,,,0703,
2,67,39665727,47211363,14,276,0715,
2,67,39699945,47218502,30,256,0724,
2,67,39718078,47222491,0,76,07324,
2,67,39731190,47225034,0,260,07326,
2,67,39757934,47240440,,,07355,
2,67,39629252,47231567,0,182,07357,
2,67,39630462,47223615,17,344,0736,
2,67,39758285,47240980,23,70,0739,
2,68,39773468,47229343,37,80,B781OY,
2,69,39784702,47312507,29,188,C370OX,
2,69a,39766552,47302787,,,MB569,
2,7,39763035,47242232,10,68,1134,
2,7,39803843,47259310,0,230,1225,
2,7,39707278,47219997,8,76,986,
2,7,39717450,47222265,0,240,990,
2,70,39830097,47239257,,,02090,
2,70,39820305,47237788,22,258,02124,
2,71,39625823,47232392,21,270,549,
2,71,39646858,47212267,11,282,609,
2,71,39688200,47211838,38,264,708,
2,71,39634670,47212702,13,168,710,
2,71,39708802,47217209,16,196,713,
2,71,39695562,47213753,13,58,737,
2,71,39625867,47232355,33,94,740,
2,71,39613545,47231718,17,176,744,
2,71,39641387,47212208,45,92,747,
2,71,39599022,47232447,42,270,755,
2,71,39707148,47217080,0,74,772,
2,75,39705228,47219222,9,340,B651CH,
2,75,39698304,47215568,56,326,E780PB,
2,75,39776285,47139999,58,356,Y840PT,
2,78,39730991,47293454,40,314,007354,
2,78,39718567,47273909,23,336,007388,
2,78,39713083,47245329,,,07240,
2,78,39702893,47230282,,,07325,
2,80,39692812,47219770,14,224,02112,
2,80,39713643,47221481,,,02120,
2,80,39707915,47220163,,,02141,
2,80,39806647,47236000,40,82,02152,
2,80,39752265,47228595,0,80,02704,
2,80,39694693,47217863,0,0,02705,
2,83,39702897,47295010,30,52,07211,
2,83,39717927,47275115,48,170,0774,
2,90,39748640,47275555,0,0,02131,
2,90,39718608,47260852,35,20,02132,
2,90,39715882,47257407,25,286,02137,
2,90,39705100,47225667,0,0,02703,
2,94,39660938,47262910,13,268,20,
2,94,39622297,47259999,11,106,53,
2,94,39612932,47198849,17,88,55,
2,94,39634687,47212529,22,162,59,
2,94,39761128,47269220,52,22,62,
2,94,39706595,47249695,,,70,
2,94,39694994,47291726,20,210,75,
2,94,39632130,47220040,9,342,76,
2,94,39607234,47200185,,,84,
2,96,39758373,47273375,30,120,1,
2,96,39613480,47201742,35,182,10,
2,96,39736344,47249071,31,272,11,
2,96,39622427,47207792,13,88,15,
2,96,39630582,47222995,22,158,16,
2,96,39613463,47238900,4,178,24,
2,96,39614057,47240640,39,0,37,
2,96,39680642,47265822,28,252,4,
2,96,39607359,47200095,,,41,
2,96,39705381,47285730,7,152,7,
2,96,39669550,47262775,15,130,9,
2,98,39645737,47212183,14,96,0712,
2,98,39730058,47224897,9,78,0716,
2,98,39717463,47222258,,,0730,
2,99,39711923,47249713,,,02114,
2,99,39708727,47217653,7,154,02147,
2,99,39651192,47260323,23,248,02702,
3,1,39765685,47232964,15,76,111,
3,1,39763300,47237753,,,125,
3,1,39709476,47217172,0,258,61,
3,1,39734053,47230993,,,69,
3,1,39720404,47227800,4,238,71,
3,1,39754667,47227278,13,256,74,
3,10,39706215,47225103,,,113,
3,10,39672998,47221196,16,94,114,
3,10,39704511,47224739,12,74,120,
3,10,39758651,47247540,15,220,122,
3,10,39752612,47236019,22,72,123,
3,10,39649395,47216749,22,208,124,
3,10,39744960,47234503,,,126,
3,10,39697460,47222857,7,336,77,
3,10,39646700,47214576,0,178,79,
3,10,39765064,47253604,0,14,837,
3,6,39709732,47217270,0,226,66,
3,6,39714600,47226784,12,252,73,
3,6,39716116,47227124,5,64,76,
3,7,39685980,47223948,5,32,800,
3,7,39642360,47225400,20,342,804,
3,7,39707492,47220476,13,342,818,
3,7,39655532,47217692,0,124,824,
3,7,39684082,47220131,19,272,828,
3,7,39708549,47217957,16,158,829,
4,10,39664300,47227468,53,84,X816CT,
4,10,39692680,47220988,0,288,X819CT,
4,10,39614056,47242700,51,0,X820CT,
4,16,39600477,47237833,52,270,A829OX,
4,16,39620613,47212059,50,86,H997HK,
4,16,39574080,47238053,,,K871XM,
4,16,39708085,47217958,0,64,P658TB,
4,19,39766912,47243432,45,52,CK337,
4,19,39760700,47233749,7,344,O098HC,
4,19,39730679,47284466,0,112,O433YH,
4,19,39715188,47283316,38,256,O557CC,
4,19,39719166,47283764,0,72,T263PA,
4,19,39763258,47253728,35,20,Y952PA,
4,21,39688748,47293038,28,224,A853HC,
4,21,39692843,47288907,,,B646CK,
4,21,39701852,47252971,26,72,C326PE,
4,21,39705045,47286268,21,328,CB669,
4,21,39702386,47294638,26,150,H974OK,
4,21,39716518,47281358,,,M421HH,
4,21,39717739,47260066,,,O355XM,
4,21,39718499,47260676,21,22,O394XM,
4,21,39692346,47220300,,,P496YT,
4,21,39692450,47220300,,,P708HP,
4,21,39700928,47249788,39,272,X784PA,
4,25,39689720,47231544,0,254,A752HM,
4,29,39753067,47239811,15,246,A187HY,
4,29,39715405,47228634,14,262,AK490,
4,29,39721889,47229893,20,72,AM489,
4,29,39722217,47304323,39,170,B366XA,
4,29,39692482,47220074,,,C203MK,
4,29,39692513,47220167,0,44,C754XE,
4,29,39764145,47242466,26,72,E661EE,
4,29,39751286,47323120,4,66,K565XB,
4,29,39714310,47295387,24,80,O902CE,
4,29,39720427,47301133,0,52,T142TA,
4,29,39762240,47271300,22,170,T578PM,
4,29,39751622,47323160,,,Y995HY,
4,30,39708502,47282677,27,284,C509OX,
4,30,39696032,47293208,0,122,C808KX,
4,30,39762044,47270664,22,26,P873OX,
4,34,39702580,47216172,45,74,B786XC,
4,34,39657078,47211647,,,E114CK,
4,34,39613632,47199066,27,2,E115CK,
4,34,39651772,47212048,43,276,P117HT,
4,34,39614361,47207642,5,252,P884OK,
4,34,39612968,47199505,0,326,T123TB,
4,34,39627625,47207798,24,88,T468TK,
4,34,39666782,47211252,30,98,Y065PH,
4,34,39615334,47203747,14,358,Y748TK,
4,38,39703058,47229994,29,164,M452TB,
4,4,39613087,47199402,0,28,K669OC,
4,4,39671665,47202732,5,246,Y071CP,
4,40,39708512,47228832,0,142,A551AP,
4,40,39683590,47211521,37,266,A639CH,
4,40,39574130,47238201,16,200,C976CT,
4,40,39742300,47237015,,,E268OP,
4,40,39705185,47226310,21,74,H182XB,
4,40,39764888,47243188,6,232,KB144,
4,40,39692753,47219477,13,138,O898OO,
4,40,39613574,47237964,32,282,Y068PH,
4,40,39623365,47225037,30,90,Y890PM,
4,43,39673558,47314572,,,K063TB,
4,43,39683913,47320143,0,0,K137XE,
4,43,39683543,47319653,0,92,KB487,
4,43,39664848,47273177,57,356,M237OT,
4,43,39705047,47226074,,,P288YC,
4,44,39750900,47284333,39,0,A249YK,
4,44,39705405,47285862,38,334,A740YE,
4,44,39634117,47208050,27,0,B402YX,
4,44,39698483,47240150,13,0,B792MO,
4,44,39683800,47262467,,,E412PC,
4,44,39633700,47207033,27,0,H766PH,
4,44,39613114,47199551,0,178,X445CK,
4,44,39684183,47281983,29,0,X920PX,
4,45,39705293,47285704,0,152,P176XM,
4,45,39714416,47257114,50,64,X183HP,
4,45,39702670,47293683,,,X897CA,
4,47,39705429,47285568,18,146,K646PC,
4,47,39716881,47280972,4,348,P878HE,
4,47,39707623,47219975,22,174,X490CE,
4,48,39696612,47214335,48,240,E215CK,
4,49,39640882,47255946,,,B390YA,
4,49,39649152,47259405,21,60,CO490,
4,49,39684320,47262228,21,122,H089OP,
4,49,39717908,47259682,43,24,K290HC,
4,49,39712918,47235655,31,166,ME066,
4,53,39765618,47232083,,,X375PH,
4,55,39652947,47211968,30,274,C246BB,
4,55,39598919,47236801,2,126,C944YT,
4,55,39662304,47211376,28,94,C945YT,
4,55,39787216,47233578,48,82,C947YT,
4,55,39598999,47236866,2,62,C950YT,
4,55,39831066,47239552,0,242,C953YT,
4,55,39723395,47230263,31,78,C954YT,
4,55,39622817,47225210,5,0,H934CH,
4,55,39702366,47225796,0,250,O402CC,
4,55,39619213,47225092,39,94,X282PH,
4,55,39648548,47246048,0,110,X732TK,
4,56,39613200,47200186,0,216,A772OK,
4,56,39711792,47249718,17,270,E116OT,
4,56,39714859,47295422,12,76,K922CH,
4,56,39656003,47246397,22,250,M247PY,
4,56,39713931,47295608,12,292,P330XA,
4,58,39725056,47249230,32,92,C180PO,
4,58,39705678,47224755,10,0,CP048,
4,58,39730220,47249244,37,270,E044HE,
4,58,39760761,47250618,48,220,E468HP,
4,58,39686696,47220256,0,62,ME014,
4,59,39659260,47211578,58,94,B215PT,
4,59,39613472,47229255,,,C378MH,
4,59,39791650,47271000,26,300,H561PA,
4,59,39613268,47232167,16,94,K961EX,
4,59,39674549,47211079,7,258,P779KM,
4,59,39715488,47228667,,,P849PO,
4,59,39767605,47260443,52,220,T399PA,
4,59,39753082,47239603,14,64,T497PE,
4,59,39803512,47288868,6,290,T541OH,
4,59,39738663,47236173,22,248,X038HP,
4,59,39800412,47282200,6,324,X198HT,
4,63,39735188,47302865,,,B382CO,
4,63,39829606,47239127,,,KA673,
4,63,39748633,47249075,45,88,KB386,
4,63,39714988,47300617,3,76,KB391,
4,63,39822861,47237817,35,82,KB392,
4,63,39808407,47236351,27,260,MA655,
4,63,39798740,47237548,10,180,MA671,
4,63,39723898,47249430,2,268,MB573,
4,63,39717415,47278510,75,352,MB574,
4,63,39718767,47261855,60,200,P669OM,
4,63,39763968,47255403,16,200,X747CH,
4,65,39714898,47287553,35,172,A520PX,
4,65,39715983,47256267,24,18,M134XB,
4,65,39716900,47281149,1,32,O829OO,
4,65,39735833,47302933,0,242,Y897PH,
4,66,39765830,47252527,33,40,A631PP,
4,66,39744672,47248992,38,90,AM412,
4,66,39762100,47231010,19,344,K628OB,
4,66,39832043,47240227,,,M304CC,
4,66,39711715,47301522,,,M463PX,
4,66,39765697,47254943,0,174,O185OH,
4,66,39717677,47275952,50,172,X130HT,
4,67,39674023,47211117,12,262,A201CT,
4,67,39808628,47236390,21,258,C312XA,
4,67,39629205,47227862,14,182,O463XE,
4,67,39605196,47235831,0,180,Y593CP,
4,77,39704042,47288863,,,A376YP,
4,77,39721318,47265972,23,22,C327PE,
4,77,39702695,47293480,,,C989OE,
4,77,39712840,47245712,,,O253OT,
4,78,39701283,47233765,0,160,B463YB,
4,78,39698186,47251680,6,60,B876TO,
4,78,39682907,47266254,23,196,C718CA,
4,78,39688145,47282568,31,258,K712BT,
4,78,39708507,47217763,4,164,MB570,
4,78,39750045,47300302,14,292,MB596,
4,78,39703543,47229570,24,346,O316OH,
4,78,39738103,47297096,46,228,O370TB,
4,78,39700152,47213248,35,334,O553XA,
4,78,39682540,47265160,15,16,P464PA,
4,78,39709553,47215773,20,348,P645OM,
4,78,39693145,47220045,0,192,X774PA,
4,78,39748150,47300140,16,110,X782PA,
4,78,39734087,47293932,,,X799TE,
4,79,39764680,47251655,36,26,A088XM,
4,79,39748775,47284946,37,288,A717XB,
4,79,39768358,47260968,46,230,A852HC,
4,79,39755767,47283157,1,98,A859HC,
4,79,39762059,47230936,22,342,C077YY,
4,79,39759232,47237203,25,166,C088YX,
4,79,39767487,47260212,58,42,C771OH,
4,79,39727746,47295653,1,134,C946YY,
4,79,39707475,47294670,47,86,CP085,
4,79,39695717,47291450,28,26,H329TE,
4,79,39708240,47302127,0,34,O088XK,
4,79,39694523,47288160,17,10,Y846OX,
4,8,39631828,47192043,22,350,B414YX,
4,8,39674366,47210972,0,266,B455YB,
4,8,39639885,47192234,13,84,C254TE,
4,8,39708000,47217831,8,70,C406TE,
4,8,39708035,47217823,0,6,C409TE,
4,8,39635361,47191833,25,88,P843YC,
4,80,39773222,47230657,0,348,A416YE,
4,80,39733825,47232552,17,262,C658HX,
4,80,39808817,47236407,25,252,P957OY,
4,80,39693824,47221592,25,310,T489PA,
4,83,39734147,47299202,,,A367PP,
4,83,39727840,47295853,21,320,A473PM,
4,83,39718266,47260260,0,36,A655YK,
4,83,39750847,47300043,,,A657YK,
4,83,39746173,47301003,,,B119HY,
4,83,39713098,47242389,42,176,E234CT,
4,83,39734240,47291577,29,14,H176PA,
4,83,39715820,47286523,,,M279XE,
4,83,39717280,47225355,17,164,M626OT,
4,83,39716853,47281123,0,352,Y613OX,
4,90,39705240,47225138,25,170,A317PX,
4,90,39705530,47225130,0,90,B641PX,
4,90,39720586,47269436,43,160,B963OH,
4,90,39697943,47256320,6,312,C167XE,
4,90,39783878,47298054,,,T490PA,
4,92,39713061,47218160,,,A898PM,
4,92,39748807,47275903,33,204,X197YC,
4,92,39718887,47221945,10,338,X198YC,
4,92,39777183,47281433,26,210,X978PP,
4,92,39785027,47313148,,,Y168PP,
4,93,39817873,47274287,,,E886KM,
4,95,39805705,47260417,54,228,X695OK,
4,98,39762425,47230282,4,338,B977YO,
4,98,39613423,47202896,34,178,O765HT,
4,99,39614042,47247777,37,182,KB233,
4,99,39708132,47213336,38,78,O598OP,
4,99,39696112,47250937,33,148,T064YT,
4,99,39640488,47255932,0,78,Y119HX,
